name,slug,description,price,sale_price,category_id,material,origin,style,stock,image_url,filter_color,filter_material,filter_construction,filter_pattern,filter_weave,dim1_label,dim1_width,dim1_length,dim1_shape,dim1_price,dim1_sale_price,dim1_stock,dim1_default,dim2_label,dim2_width,dim2_length,dim2_shape,dim2_price,dim2_sale_price,dim2_stock,dim2_default,dim3_label,dim3_width,dim3_length,dim3_shape,dim3_price,dim3_sale_price,dim3_stock,dim3_default,colors
"Turkish Oushak Turkish-oushak-182",turkish-oushak-182,"Stunning Turkish Oushak from Morocco, crafted using traditional techniques with Natural Wool. Adds elegance to any Transitional space.",3288,,6,"Natural Wool",Morocco,Transitional,12,,"Orange, Black, Tan","Natural Wool",Braided,Solid,Traditional,"4' x 6'",4,6,rectangular,3288,,19,yes,"9' x 12'",9,12,rectangular,25920,,2,no,"6' x 9'",6,9,rectangular,8694,7390,8,no,"Gray: #808080, Blue: #0000ff, Terracotta: #e2725b, Teal: #008080"
"Southwestern Zapotec Southwestern-zapotec-183",southwestern-zapotec-183,"Beautiful Southwestern Zapotec rug hand-crafted in Turkey. Made from premium Chenille with exceptional detail and durability. Perfect for Coastal interiors.",2575,,4,Chenille,Turkey,Coastal,18,,Red,Chenille,Hand-Woven,Floral,Casual,"5' Round",5,5,round,2575,,7,yes,"8' x 10'",8,10,rectangular,18080,,16,no,"9' x 12'",9,12,rectangular,20196,,16,no,"Blue: #0000ff, Blush: #de5d83"
"Art Deco Geometric Art-deco-geometric-184",art-deco-geometric-184,"Exquisite Art Deco Geometric featuring intricate patterns woven by skilled artisans in Morocco. Premium Natural Wool construction ensures lasting beauty.",8624,,4,"Natural Wool",Morocco,Industrial,12,,"Cream, Teal, Gray","Natural Wool",Braided,Paisley,Turkish,"7' Round",7,7,round,8624,7330,9,yes,"8' x 10'",8,10,rectangular,13280,,20,no,,,,,,,,,"Sage: #9dc183, Brown: #8b4513, Ivory: #fffff0, Black: #000000"
"Modern Trellis Modern-trellis-185",modern-trellis-185,"Authentic Modern Trellis rug made in Pakistan from high-quality Wool. Timeless design for Rustic homes.",30940,26299,7,Wool,Pakistan,Rustic,28,,"Gold, Beige, Sage",Wool,Hand-Tufted,Geometric,Moroccan,"10' x 14'",10,14,rectangular,30940,,12,yes,"2' x 8'",2,8,runner,3488,,11,no,,,,,,,,,"Terracotta: #e2725b"
"Shaggy Faux Fur Shaggy-faux-fur-186",shaggy-faux-fur-186,"Stunning Shaggy Faux Fur from Afghanistan, crafted using traditional techniques with Faux Fur. Adds elegance to any Transitional space.",3560,,6,"Faux Fur",Afghanistan,Transitional,18,,Burgundy,"Faux Fur",Hooked,Geometric,Modern,"2' x 10'",2,10,runner,3560,,15,yes,,,,,,,,,,,,,,,,,"Brown: #8b4513"
"Distressed Heriz Distressed-heriz-187",distressed-heriz-187,"Luxurious Distressed Heriz handcrafted in Pakistan. Rich textures and patterns in Microfiber make this a statement piece for Tribal decor.",4224,,7,Microfiber,Pakistan,Tribal,7,,Blush,Microfiber,Braided,Border,Persian,"4' x 6'",4,6,rectangular,4224,,6,yes,"8' x 10'",8,10,rectangular,14000,11900,7,no,"8' Round",8,8,round,8576,7290,13,no,"Terracotta: #e2725b, Gold: #c9a227"
"Tibetan Lotus Tibetan-lotus-188",tibetan-lotus-188,"Stunning Tibetan Lotus from Iran, crafted using traditional techniques with Sisal. Adds elegance to any Transitional space.",1424,,3,Sisal,Iran,Transitional,7,,Charcoal,Sisal,Machine-Made,Paisley,Moroccan,"2' x 8'",2,8,runner,1424,,2,yes,"9' x 12'",9,12,rectangular,13176,11200,17,no,"8' Round",8,8,round,13248,,12,no,"Emerald: #50c878"
"Scandinavian Minimal Scandinavian-minimal-189",scandinavian-minimal-189,"Exquisite Scandinavian Minimal featuring intricate patterns woven by skilled artisans in Tibet. Premium 100% Wool construction ensures lasting beauty.",9280,,6,"100% Wool",Tibet,Industrial,11,,"Beige, White","100% Wool",Hand-Woven,Medallion,Moroccan,"8' Round",8,8,round,9280,,5,yes,"9' x 12'",9,12,rectangular,22140,18819,19,no,,,,,,,,,"Blue: #0000ff, Gray: #808080"
"Southwestern Zapotec Southwestern-zapotec-190",southwestern-zapotec-190,"Exquisite Southwestern Zapotec featuring intricate patterns woven by skilled artisans in India. Premium Microfiber construction ensures lasting beauty.",24640,,3,Microfiber,India,Glam,13,,Gold,Microfiber,Hand-Woven,Geometric,Turkish,"10' x 14'",10,14,rectangular,24640,,2,yes,,,,,,,,,,,,,,,,,"Black: #000000, Emerald: #50c878, Teal: #008080"
"Chenille Soft Chenille-soft-191",chenille-soft-191,"Stunning Chenille Soft from Nepal, crafted using traditional techniques with Microfiber. Adds elegance to any Glam space.",4590,,4,Microfiber,Nepal,Glam,13,,"Cream, Green",Microfiber,Hooked,Distressed,Moroccan,"6' x 9'",6,9,rectangular,4590,,9,yes,"3' x 5'",3,5,rectangular,1980,1683,19,no,"8' x 10'",8,10,rectangular,14560,,3,no,"Rust: #b7410e"
"Seagrass Border Seagrass-border-192",seagrass-border-192,"Stunning Seagrass Border from China, crafted using traditional techniques with Chenille. Adds elegance to any Traditional space.",2460,2091,3,Chenille,China,Traditional,17,,Green,Chenille,Flatweave,Floral,Indian,"2' x 10'",2,10,runner,2460,,6,yes,"9' x 12'",9,12,rectangular,21816,18544,9,no,"5' x 7'",5,7,rectangular,5110,,4,no,"Brown: #8b4513, Mustard: #ffdb58"
"Modern Trellis Modern-trellis-193",modern-trellis-193,"Authentic Modern Trellis rug made in Tibet from high-quality Sisal. Timeless design for Industrial homes.",2064,,4,Sisal,Tibet,Industrial,12,,"Navy Blue, Brown",Sisal,Flatweave,Floral,Casual,"4' x 6'",4,6,rectangular,2064,,15,yes,"8' Round",8,8,round,6016,5114,11,no,"2' x 10'",2,10,runner,2340,,11,no,"Red: #ff0000, Gold: #c9a227"
"Ultra Soft Ultra-soft-194",ultra-soft-194,"Exquisite Ultra Soft featuring intricate patterns woven by skilled artisans in Nepal. Premium Polyester construction ensures lasting beauty.",5978,,7,Polyester,Nepal,Bohemian,4,,"Burgundy, Gray",Polyester,Hand-Knotted,Distressed,Indian,"7' Round",7,7,round,5978,,11,yes,"2' x 10'",2,10,runner,4780,,14,no,,,,,,,,,"Gray: #808080, Cream: #f5f0e8"
"Persian Qom Persian-qom-195",persian-qom-195,"Luxurious Persian Qom handcrafted in Morocco. Rich textures and patterns in Sisal make this a statement piece for Bohemian decor.",3840,,4,Sisal,Morocco,Bohemian,17,,"Cream, Rust, Blue",Sisal,Braided,Floral,Moroccan,"2' x 8'",2,8,runner,3840,3264,15,yes,,,,,,,,,,,,,,,,,"Beige: #d4c4b0"
"Sisal Basketweave Sisal-basketweave-196",sisal-basketweave-196,"Authentic Sisal Basketweave rug made in India from high-quality Microfiber. Timeless design for Bohemian homes.",2880,,7,Microfiber,India,Bohemian,26,,"Gold, Purple",Microfiber,Knotted,Floral,Tibetan,"3' x 12'",3,12,runner,2880,,5,yes,"5' Round",5,5,round,2825,,17,no,"2' x 8'",2,8,runner,3056,,20,no,"Rust: #b7410e, Orange: #ffa500, Terracotta: #e2725b"
"Indian Jaipur Indian-jaipur-197",indian-jaipur-197,"Stunning Indian Jaipur from Iran, crafted using traditional techniques with 100% Wool. Adds elegance to any Glam space.",5888,,6,"100% Wool",Iran,Glam,27,,Gold,"100% Wool",Hand-Knotted,Abstract,Tibetan,"8' Round",8,8,round,5888,,9,yes,"3' x 5'",3,5,rectangular,2445,2078,14,no,,,,,,,,,"Charcoal: #36454f, Brown: #8b4513, Ivory: #fffff0, Gold: #c9a227"
"Seagrass Natural Seagrass-natural-198",seagrass-natural-198,"Luxurious Seagrass Natural handcrafted in Nepal. Rich textures and patterns in Silk make this a statement piece for Vintage decor.",3925,3336,6,Silk,Nepal,Vintage,14,,"Teal, Black, Terracotta",Silk,Knotted,Abstract,Persian,"5' Round",5,5,round,3925,,5,yes,"2' x 8'",2,8,runner,1856,,10,no,"7' Round",7,7,round,11564,,18,no,"Orange: #ffa500"
"Persian Tabriz Persian-tabriz-199",persian-tabriz-199,"Stunning Persian Tabriz from USA, crafted using traditional techniques with Jute. Adds elegance to any Contemporary space.",15260,,4,Jute,USA,Contemporary,11,,Mustard,Jute,Hooked,Border,Tibetan,"10' x 14'",10,14,rectangular,15260,12971,13,yes,,,,,,,,,,,,,,,,,"Purple: #800080"
"Moroccan Azilal Moroccan-azilal-200",moroccan-azilal-200,"Exquisite Moroccan Azilal featuring intricate patterns woven by skilled artisans in Turkey. Premium 100% Wool construction ensures lasting beauty.",6125,,6,"100% Wool",Turkey,Glam,20,,"Beige, Purple, Mustard","100% Wool",Hand-Tufted,Solid,Traditional,"7' Round",7,7,round,6125,,7,yes,"6' x 9'",6,9,rectangular,5724,,5,no,"8' Round",8,8,round,10240,,16,no,"Cream: #f5f0e8"
"Afghan Mauri Afghan-mauri-201",afghan-mauri-201,"Exquisite Afghan Mauri featuring intricate patterns woven by skilled artisans in Pakistan. Premium Chenille construction ensures lasting beauty.",7805,,7,Chenille,Pakistan,Modern,27,,Brown,Chenille,Hand-Knotted,Distressed,Tibetan,"5' x 7'",5,7,rectangular,7805,6634,17,yes,,,,,,,,,,,,,,,,,"Green: #008000, Brown: #8b4513"
"Farmhouse Braided Farmhouse-braided-202",farmhouse-braided-202,"Luxurious Farmhouse Braided handcrafted in Morocco. Rich textures and patterns in Silk make this a statement piece for Industrial decor.",28000,,4,Silk,Morocco,Industrial,22,,"Gray, Green",Silk,Braided,Botanical,Modern,"10' x 14'",10,14,rectangular,28000,,10,yes,,,,,,,,,,,,,,,,,"Sage: #9dc183, Purple: #800080, Mustard: #ffdb58"
"Moroccan Azilal Moroccan-azilal-203",moroccan-azilal-203,"Beautiful Moroccan Azilal rug hand-crafted in China. Made from premium Polyester with exceptional detail and durability. Perfect for Tribal interiors.",10048,,7,Polyester,China,Tribal,11,,"Navy Blue, Green",Polyester,Braided,Solid,Casual,"8' Round",8,8,round,10048,,16,yes,,,,,,,,,,,,,,,,,"Green: #008000, Purple: #800080, White: #ffffff"
"Farmhouse Braided Farmhouse-braided-204",farmhouse-braided-204,"Stunning Farmhouse Braided from Nepal, crafted using traditional techniques with Wool. Adds elegance to any Vintage space.",9472,,8,Wool,Nepal,Vintage,27,,White,Wool,Hand-Knotted,Geometric,Moroccan,"8' Round",8,8,round,9472,8051,12,yes,"5' x 7'",5,7,rectangular,3395,,12,no,,,,,,,,,"Black: #000000, Mustard: #ffdb58"
"Silk Hereke Silk-hereke-205",silk-hereke-205,"Beautiful Silk Hereke rug hand-crafted in Turkey. Made from premium Viscose with exceptional detail and durability. Perfect for Glam interiors.",3900,,3,Viscose,Turkey,Glam,16,,"Ivory, Gray",Viscose,Hand-Tufted,Botanical,Modern,"5' Round",5,5,round,3900,,18,yes,,,,,,,,,,,,,,,,,"Charcoal: #36454f"
"Moroccan Beni Ourain Moroccan-beni-ourain-206",moroccan-beni-ourain-206,"Authentic Moroccan Beni Ourain rug made in USA from high-quality Jute. Timeless design for Traditional homes.",8496,7222,3,Jute,USA,Traditional,9,,"Rust, Burgundy, Green",Jute,Flatweave,Border,Modern,"3' x 12'",3,12,runner,8496,,12,yes,,,,,,,,,,,,,,,,,"Burgundy: #800020, Emerald: #50c878, Black: #000000, Terracotta: #e2725b"
"Modern Chevron Modern-chevron-207",modern-chevron-207,"Authentic Modern Chevron rug made in Iran from high-quality Jute. Timeless design for Traditional homes.",3248,,6,Jute,Iran,Traditional,26,,"Gold, Black, Mustard",Jute,Hooked,Geometric,Casual,"2' x 8'",2,8,runner,3248,,18,yes,,,,,,,,,,,,,,,,,"Teal: #008080, Rust: #b7410e, Gold: #c9a227"
"Chinese Aubusson Chinese-aubusson-208",chinese-aubusson-208,"Luxurious Chinese Aubusson handcrafted in Iran. Rich textures and patterns in Sisal make this a statement piece for Vintage decor.",12960,,8,Sisal,Iran,Vintage,5,,"Beige, Ivory",Sisal,Braided,Botanical,Persian,"6' x 9'",6,9,rectangular,12960,,17,yes,,,,,,,,,,,,,,,,,"Beige: #d4c4b0, Black: #000000, White: #ffffff"
"Chenille Soft Chenille-soft-209",chenille-soft-209,"Exquisite Chenille Soft featuring intricate patterns woven by skilled artisans in Morocco. Premium Wool construction ensures lasting beauty.",30240,,3,Wool,Morocco,Glam,17,,Charcoal,Wool,Knotted,Border,Moroccan,"10' x 14'",10,14,rectangular,30240,,15,yes,,,,,,,,,,,,,,,,,"Gold: #c9a227, Brown: #8b4513"
"Persian Kerman Persian-kerman-210",persian-kerman-210,"Authentic Persian Kerman rug made in Egypt from high-quality Wool. Timeless design for Tribal homes.",2820,,6,Wool,Egypt,Tribal,23,,Terracotta,Wool,Machine-Made,Botanical,Turkish,"3' x 5'",3,5,rectangular,2820,,15,yes,"5' Round",5,5,round,2125,1806,2,no,"5' x 7'",5,7,rectangular,3780,,6,no,"Green: #008000, Red: #ff0000, Terracotta: #e2725b, Brown: #8b4513"
"Sisal Boucle Sisal-boucle-211",sisal-boucle-211,"Exquisite Sisal Boucle featuring intricate patterns woven by skilled artisans in Morocco. Premium Silk construction ensures lasting beauty.",2328,1979,6,Silk,Morocco,Rustic,9,,"Navy Blue, Emerald, Blue",Silk,Hand-Tufted,Medallion,Moroccan,"4' x 6'",4,6,rectangular,2328,,19,yes,,,,,,,,,,,,,,,,,"Burgundy: #800020"
"Persian Shiraz Persian-shiraz-212",persian-shiraz-212,"Beautiful Persian Shiraz rug hand-crafted in India. Made from premium Chenille with exceptional detail and durability. Perfect for Minimalist interiors.",3984,,6,Chenille,India,Minimalist,21,,"Gold, Emerald, Purple",Chenille,Hand-Tufted,Botanical,Traditional,"4' x 6'",4,6,rectangular,3984,3386,19,yes,,,,,,,,,,,,,,,,,"Terracotta: #e2725b, Red: #ff0000, Gray: #808080, Tan: #d2b48c"
"Egyptian Mamluk Egyptian-mamluk-213",egyptian-mamluk-213,"Exquisite Egyptian Mamluk featuring intricate patterns woven by skilled artisans in India. Premium Wool construction ensures lasting beauty.",3675,,4,Wool,India,Contemporary,18,,"Burgundy, Orange, Blush",Wool,Hand-Knotted,Solid,Tibetan,"5' x 7'",5,7,rectangular,3675,,10,yes,"9' x 12'",9,12,rectangular,15444,,11,no,,,,,,,,,"Terracotta: #e2725b, Teal: #008080"
"Indian Jaipur Indian-jaipur-214",indian-jaipur-214,"Exquisite Indian Jaipur featuring intricate patterns woven by skilled artisans in Afghanistan. Premium Silk construction ensures lasting beauty.",9996,,3,Silk,Afghanistan,Transitional,13,,"Gold, Emerald, Sage",Silk,Knotted,Paisley,Turkish,"7' Round",7,7,round,9996,,12,yes,,,,,,,,,,,,,,,,,"Beige: #d4c4b0"
"Turkish Cicim Turkish-cicim-215",turkish-cicim-215,"Exquisite Turkish Cicim featuring intricate patterns woven by skilled artisans in Bangladesh. Premium Jute construction ensures lasting beauty.",16100,,5,Jute,Bangladesh,Bohemian,15,,"Navy Blue",Jute,Hand-Woven,Striped,Persian,"10' x 14'",10,14,rectangular,16100,,7,yes,"2' x 8'",2,8,runner,2816,,4,no,"3' x 12'",3,12,runner,7308,,3,no,"Ivory: #fffff0, Black: #000000, Blue: #0000ff, Mustard: #ffdb58"
"Shaggy Flokati Shaggy-flokati-216",shaggy-flokati-216,"Stunning Shaggy Flokati from Morocco, crafted using traditional techniques with Chenille. Adds elegance to any Minimalist space.",3816,3244,6,Chenille,Morocco,Minimalist,10,,Cream,Chenille,Flatweave,Border,Traditional,"4' x 6'",4,6,rectangular,3816,,12,yes,"9' x 12'",9,12,rectangular,14148,,14,no,,,,,,,,,"Green: #008000, Mustard: #ffdb58"
"Abstract Splash Abstract-splash-217",abstract-splash-217,"Stunning Abstract Splash from China, crafted using traditional techniques with Wool & Silk. Adds elegance to any Transitional space.",7875,,6,"Wool & Silk",China,Transitional,4,,Mustard,"Wool & Silk",Hand-Woven,Medallion,Traditional,"5' x 7'",5,7,rectangular,7875,6694,3,yes,,,,,,,,,,,,,,,,,"Purple: #800080"
"Tibetan Lotus Tibetan-lotus-218",tibetan-lotus-218,"Stunning Tibetan Lotus from Bangladesh, crafted using traditional techniques with Seagrass. Adds elegance to any Coastal space.",2925,,8,Seagrass,Bangladesh,Coastal,17,,"Navy Blue",Seagrass,Knotted,Geometric,Moroccan,"5' Round",5,5,round,2925,2486,14,yes,"7' Round",7,7,round,4263,,2,no,,,,,,,,,"Beige: #d4c4b0, Purple: #800080, Sage: #9dc183, Terracotta: #e2725b"
"Persian Kashan Persian-kashan-219",persian-kashan-219,"Exquisite Persian Kashan featuring intricate patterns woven by skilled artisans in Iran. Premium Viscose construction ensures lasting beauty.",3525,2996,4,Viscose,Iran,Glam,8,,Orange,Viscose,Hooked,Floral,Persian,"3' x 5'",3,5,rectangular,3525,,8,yes,"2' x 8'",2,8,runner,2160,,12,no,"5' x 7'",5,7,rectangular,3045,,6,no,"Purple: #800080, Charcoal: #36454f, Rust: #b7410e"
"Turkish Cicim Turkish-cicim-220",turkish-cicim-220,"Luxurious Turkish Cicim handcrafted in Afghanistan. Rich textures and patterns in Faux Fur make this a statement piece for Rustic decor.",3872,3291,6,"Faux Fur",Afghanistan,Rustic,29,,"Sage, Mustard","Faux Fur",Hooked,Solid,Indian,"2' x 8'",2,8,runner,3872,,11,yes,"8' x 10'",8,10,rectangular,12480,,20,no,,,,,,,,,"Terracotta: #e2725b, Blush: #de5d83, Cream: #f5f0e8, Rust: #b7410e"
"Persian Heriz Persian-heriz-221",persian-heriz-221,"Authentic Persian Heriz rug made in Tibet from high-quality Microfiber. Timeless design for Coastal homes.",11120,9452,3,Microfiber,Tibet,Coastal,12,,"Beige, Orange",Microfiber,Hand-Tufted,Striped,Traditional,"8' x 10'",8,10,rectangular,11120,9452,10,yes,"7' Round",7,7,round,5145,,14,no,"3' x 5'",3,5,rectangular,2070,,13,no,"Ivory: #fffff0, Sage: #9dc183, Cream: #f5f0e8"
"Bohemian Pattern Bohemian-pattern-222",bohemian-pattern-222,"Stunning Bohemian Pattern from India, crafted using traditional techniques with Jute. Adds elegance to any Modern space.",19764,,5,Jute,India,Modern,28,,"Navy Blue, Charcoal, Terracotta",Jute,Knotted,Distressed,Turkish,"9' x 12'",9,12,rectangular,19764,,2,yes,"2' x 10'",2,10,runner,3760,,13,no,,,,,,,,,"Burgundy: #800020"
"Overdyed Vintage Overdyed-vintage-223",overdyed-vintage-223,"Authentic Overdyed Vintage rug made in Morocco from high-quality Polyester. Timeless design for Bohemian homes.",3500,,8,Polyester,Morocco,Bohemian,7,,Black,Polyester,Hand-Woven,Geometric,Casual,"5' Round",5,5,round,3500,,16,yes,"2' x 8'",2,8,runner,2592,,12,no,"7' Round",7,7,round,8918,7580,8,no,"Charcoal: #36454f, Gold: #c9a227, Gray: #808080, Teal: #008080"
"Turkish Yahyali Turkish-yahyali-224",turkish-yahyali-224,"Exquisite Turkish Yahyali featuring intricate patterns woven by skilled artisans in Afghanistan. Premium Jute construction ensures lasting beauty.",5215,,3,Jute,Afghanistan,Tribal,24,,"Charcoal, Black",Jute,Knotted,Distressed,Modern,"5' x 7'",5,7,rectangular,5215,,13,yes,"8' x 10'",8,10,rectangular,14640,,10,no,"3' x 12'",3,12,runner,5040,,15,no,"Purple: #800080"
"Indian Jaipur Indian-jaipur-225",indian-jaipur-225,"Exquisite Indian Jaipur featuring intricate patterns woven by skilled artisans in Morocco. Premium Cotton construction ensures lasting beauty.",9728,,4,Cotton,Morocco,Traditional,11,,"Burgundy, Mustard",Cotton,Machine-Made,Paisley,Turkish,"8' Round",8,8,round,9728,8269,10,yes,"10' x 14'",10,14,rectangular,28140,23919,8,no,"5' Round",5,5,round,4675,3974,4,no,"Cream: #f5f0e8, Green: #008000, White: #ffffff, Gold: #c9a227"
"Industrial Rubber Back Industrial-rubber-back-226",industrial-rubber-back-226,"Beautiful Industrial Rubber Back rug hand-crafted in Morocco. Made from premium Silk with exceptional detail and durability. Perfect for Vintage interiors.",31080,,3,Silk,Morocco,Vintage,5,,"Teal, Terracotta",Silk,Hooked,Border,Modern,"10' x 14'",10,14,rectangular,31080,,13,yes,,,,,,,,,,,,,,,,,"Navy Blue: #1a2744"
"Sisal Basketweave Sisal-basketweave-227",sisal-basketweave-227,"Exquisite Sisal Basketweave featuring intricate patterns woven by skilled artisans in Egypt. Premium Chenille construction ensures lasting beauty.",8244,7007,5,Chenille,Egypt,Tribal,27,,Burgundy,Chenille,Hand-Knotted,Solid,Casual,"3' x 12'",3,12,runner,8244,,19,yes,,,,,,,,,,,,,,,,,"Emerald: #50c878"
"Modern Geometric Modern-geometric-228",modern-geometric-228,"Beautiful Modern Geometric rug hand-crafted in China. Made from premium Silk with exceptional detail and durability. Perfect for Rustic interiors.",8015,,5,Silk,China,Rustic,8,,Blue,Silk,Braided,Abstract,Turkish,"5' x 7'",5,7,rectangular,8015,,20,yes,,,,,,,,,,,,,,,,,"Burgundy: #800020, Emerald: #50c878"
"Coastal Nautical Coastal-nautical-229",coastal-nautical-229,"Authentic Coastal Nautical rug made in Iran from high-quality Sisal. Timeless design for Traditional homes.",24624,,5,Sisal,Iran,Traditional,4,,Orange,Sisal,Machine-Made,Solid,Turkish,"9' x 12'",9,12,rectangular,24624,20930,7,yes,,,,,,,,,,,,,,,,,"Sage: #9dc183"
"Transitional Geometric Transitional-geometric-230",transitional-geometric-230,"Beautiful Transitional Geometric rug hand-crafted in Tibet. Made from premium Bamboo Silk with exceptional detail and durability. Perfect for Bohemian interiors.",13600,11560,7,"Bamboo Silk",Tibet,Bohemian,19,,Purple,"Bamboo Silk",Hand-Woven,Distressed,Turkish,"8' x 10'",8,10,rectangular,13600,,16,yes,"5' Round",5,5,round,4900,,17,no,"3' x 12'",3,12,runner,6912,,8,no,"Brown: #8b4513"
"Chenille Soft Chenille-soft-231",chenille-soft-231,"Luxurious Chenille Soft handcrafted in Turkey. Rich textures and patterns in Natural Wool make this a statement piece for Traditional decor.",7848,,7,"Natural Wool",Turkey,Traditional,4,,Blush,"Natural Wool",Flatweave,Border,Modern,"3' x 12'",3,12,runner,7848,,16,yes,"10' x 14'",10,14,rectangular,33180,28203,11,no,"8' x 10'",8,10,rectangular,7520,,6,no,"Tan: #d2b48c, Orange: #ffa500, Cream: #f5f0e8, Beige: #d4c4b0"
"Vintage Kashan Vintage-kashan-232",vintage-kashan-232,"Luxurious Vintage Kashan handcrafted in India. Rich textures and patterns in Wool & Silk make this a statement piece for Contemporary decor.",3495,,7,"Wool & Silk",India,Contemporary,23,,"Rust, White","Wool & Silk",Hooked,Medallion,Traditional,"3' x 5'",3,5,rectangular,3495,2971,12,yes,"8' x 10'",8,10,rectangular,19040,,15,no,"10' x 14'",10,14,rectangular,11480,,9,no,"Teal: #008080, Burgundy: #800020, Blue: #0000ff, Charcoal: #36454f"
"Persian Shiraz Persian-shiraz-233",persian-shiraz-233,"Luxurious Persian Shiraz handcrafted in Morocco. Rich textures and patterns in Microfiber make this a statement piece for Vintage decor.",16632,,3,Microfiber,Morocco,Vintage,5,,Ivory,Microfiber,Hooked,Botanical,Casual,"9' x 12'",9,12,rectangular,16632,,14,yes,"6' x 9'",6,9,rectangular,11502,,8,no,,,,,,,,,"Mustard: #ffdb58"
"Egyptian Ziegler Egyptian-ziegler-234",egyptian-ziegler-234,"Exquisite Egyptian Ziegler featuring intricate patterns woven by skilled artisans in China. Premium Natural Wool construction ensures lasting beauty.",7987,,6,"Natural Wool",China,Contemporary,29,,"Blush, Mustard","Natural Wool",Flatweave,Paisley,Modern,"7' Round",7,7,round,7987,6789,8,yes,"6' x 9'",6,9,rectangular,5454,,6,no,"10' x 14'",10,14,rectangular,29540,,2,no,"Gold: #c9a227"
"Chinese Peking Chinese-peking-235",chinese-peking-235,"Exquisite Chinese Peking featuring intricate patterns woven by skilled artisans in China. Premium Sisal construction ensures lasting beauty.",6642,,7,Sisal,China,Tribal,25,,"Charcoal, Gray, Red",Sisal,Machine-Made,Distressed,Moroccan,"6' x 9'",6,9,rectangular,6642,5646,14,yes,,,,,,,,,,,,,,,,,"Brown: #8b4513"
"Abstract Splash Abstract-splash-236",abstract-splash-236,"Beautiful Abstract Splash rug hand-crafted in Tibet. Made from premium Polyester with exceptional detail and durability. Perfect for Rustic interiors.",2655,2257,4,Polyester,Tibet,Rustic,11,,"Ivory, Purple, Mustard",Polyester,Flatweave,Paisley,Persian,"3' x 5'",3,5,rectangular,2655,,19,yes,"2' x 8'",2,8,runner,3952,3359,4,no,,,,,,,,,"Purple: #800080, Sage: #9dc183, Navy Blue: #1a2744"
"Art Deco Geometric Art-deco-geometric-237",art-deco-geometric-237,"Luxurious Art Deco Geometric handcrafted in Egypt. Rich textures and patterns in Microfiber make this a statement piece for Transitional decor.",17760,,5,Microfiber,Egypt,Transitional,12,,Brown,Microfiber,Hand-Woven,Border,Traditional,"8' x 10'",8,10,rectangular,17760,,15,yes,,,,,,,,,,,,,,,,,"Navy Blue: #1a2744, Gold: #c9a227"
"Distressed Modern Distressed-modern-238",distressed-modern-238,"Exquisite Distressed Modern featuring intricate patterns woven by skilled artisans in USA. Premium Seagrass construction ensures lasting beauty.",2520,,6,Seagrass,USA,Contemporary,3,,Teal,Seagrass,Hand-Knotted,Border,Turkish,"4' x 6'",4,6,rectangular,2520,2142,2,yes,,,,,,,,,,,,,,,,,"Green: #008000, Black: #000000, Teal: #008080"
"Sisal Boucle Sisal-boucle-239",sisal-boucle-239,"Stunning Sisal Boucle from USA, crafted using traditional techniques with Wool & Silk. Adds elegance to any Traditional space.",25812,,7,"Wool & Silk",USA,Traditional,16,,"Gold, Blue, Blush","Wool & Silk",Flatweave,Border,Modern,"9' x 12'",9,12,rectangular,25812,21940,11,yes,"7' Round",7,7,round,11515,,3,no,,,,,,,,,"Red: #ff0000, Cream: #f5f0e8"
"Turkish Yahyali Turkish-yahyali-240",turkish-yahyali-240,"Authentic Turkish Yahyali rug made in Bangladesh from high-quality Faux Fur. Timeless design for Traditional homes.",10908,,7,"Faux Fur",Bangladesh,Traditional,18,,Beige,"Faux Fur",Hand-Woven,Geometric,Moroccan,"6' x 9'",6,9,rectangular,10908,9272,13,yes,"4' x 6'",4,6,rectangular,4896,,8,no,"5' Round",5,5,round,5850,,18,no,"Purple: #800080"
"Art Deco Abstract Art-deco-abstract-241",art-deco-abstract-241,"Exquisite Art Deco Abstract featuring intricate patterns woven by skilled artisans in Iran. Premium Sisal construction ensures lasting beauty.",4120,,6,Sisal,Iran,Bohemian,3,,"Red, White",Sisal,Machine-Made,Distressed,Modern,"2' x 10'",2,10,runner,4120,,16,yes,"9' x 12'",9,12,rectangular,18576,,3,no,,,,,,,,,"Red: #ff0000, Teal: #008080, Navy Blue: #1a2744, Rust: #b7410e"
"Persian Sarouk Persian-sarouk-242",persian-sarouk-242,"Beautiful Persian Sarouk rug hand-crafted in Tibet. Made from premium Jute with exceptional detail and durability. Perfect for Rustic interiors.",15552,,5,Jute,Tibet,Rustic,4,,"Charcoal, Ivory",Jute,Knotted,Solid,Turkish,"9' x 12'",9,12,rectangular,15552,,20,yes,"6' x 9'",6,9,rectangular,11934,,15,no,,,,,,,,,"Terracotta: #e2725b, Orange: #ffa500, Blush: #de5d83, Charcoal: #36454f"
"Coastal Pattern Coastal-pattern-243",coastal-pattern-243,"Beautiful Coastal Pattern rug hand-crafted in Morocco. Made from premium Cotton with exceptional detail and durability. Perfect for Traditional interiors.",3776,,8,Cotton,Morocco,Traditional,23,,"Gold, Charcoal, Brown",Cotton,Hand-Tufted,Botanical,Turkish,"2' x 8'",2,8,runner,3776,3210,12,yes,"5' Round",5,5,round,2650,,5,no,"9' x 12'",9,12,rectangular,14688,,10,no,"Emerald: #50c878, Blue: #0000ff"
